Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
LEN.B,Lennar Corporation Class B,,,0,Basic Industries,Homebuilding
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,1987,532515563,71953,,
LEVI,Levi Strauss & Co Class A Common Stock,2019,8237567269,4137970,Consumer Non-Durables,Apparel
LFT,Lument Finance Trust Inc. Common Stock,2013,79569392,34268,Consumer Services,Real Estate Investment Trusts
LGI,Lazard Global Total Return and Income Fund Common Stock,2004,230401096,42028,,
LH,Laboratory Corporation of America Holdings Common Stock,,21407546000,764573,Health Care,Medical Specialities
LHX,L3Harris Technologies Inc. Common Stock,,37118392456,1651760,Capital Goods,Industrial Machinery/Components
LII,Lennox International Inc. Common Stock,1999,10921668171,411851,Capital Goods,Industrial Machinery/Components
LL,Lumber Liquidators Holdings Inc Common Stock,2007,813400553,422589,Consumer Services,RETAIL: Building Materials
LLY,Eli Lilly and Company Common Stock,,2.00997E+11,5457725,Health Care,Major Pharmaceuticals
LMND,Lemonade Inc. Common Stock,2020,8447268264,2914806,Finance,Property-Casualty Insurers
LMT,Lockheed Martin Corporation Common Stock,,91749484154,1834579,Capital Goods,Military/Government/Technical
LNC,Lincoln National Corporation Common Stock,,9384965396,1177693,Finance,Life Insurance
LNFA,L&amp;F Acquisition Corp. Class A Ordinary Shares,2021,0,38256,Finance,Business Services
LNFA.U,L&amp;F Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant,2020,,0,,
LNFA.WS,L&amp;F Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
LNN,Lindsay Corporation Common Stock,,1535041955,54487,Capital Goods,Industrial Machinery/Components
LOW,Lowe's Companies Inc. Common Stock,,1.296E+11,3814964,Consumer Services,RETAIL: Building Materials
LPI,Laredo Petroleum Inc. Common Stock,2011,288571496,425977,Energy,Oil & Gas Production
LPX,Louisiana-Pacific Corporation Common Stock,,4275654639,816665,Basic Industries,Forest Products
LRN,Stride Inc. Common Stock,,998113709,731489,Consumer Services,Other Consumer Services
LSI,Life Storage Inc. Common Stock,,6008936086,578803,Consumer Services,Real Estate Investment Trusts
LTC,LTC Properties Inc. Common Stock,,1549675465,241554,Consumer Services,Real Estate Investment Trusts
LTHM,Livent Corporation Common Stock,2018,2868992358,2757339,Basic Industries,Major Chemicals
LUB,Luby's Inc. Common Stock,,88661642,11595,Consumer Services,Restaurants
LUMN,Lumen Technologies Inc. Common Stock,,13066832949,54072208,Capital Goods,Industrial Specialties
LUV,Southwest Airlines Company Common Stock,,26335155430,12398804,Transportation,Air Freight/Delivery Services
LVS,Las Vegas Sands Corp. Common Stock,2004,37488684473,14894594,Consumer Services,Hotels/Resorts
LXP,Lexington Realty Trust Common Stock,,2891384246,1880116,,
LXU,LSB Industries Inc. Common Stock,,99678371,230095,Basic Industries,Major Chemicals
LYV,Live Nation Entertainment Inc. Common Stock,,14764194286,2215309,Consumer Services,Services-Misc. Amusement & Recreation
LZB,La-Z-Boy Incorporated Common Stock,,1901601781,456425,Consumer Durables,Home Furnishings
M,Macy's Inc Common Stock,,4834141043,59837326,Consumer Services,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,2006,3.23283E+11,6905354,Miscellaneous,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,1994,15187167335,635889,Consumer Services,Real Estate Investment Trusts
MAC,Macerich Company (The) Common Stock,1994,2841470913,21655172,Consumer Services,Real Estate Investment Trusts
MAIN,Main Street Capital Corporation Common Stock,2007,2156507866,575392,,
MAN,ManpowerGroup Common Stock,,5208482226,537880,Technology,Professional Services
MAS,Masco Corporation Common Stock,,14397407523,2721204,Capital Goods,Industrial Specialties
MATX,Matson Inc. Common Stock,,2671741904,188687,Consumer Services,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest,,281530456,63017,,
MBI,MBIA Inc. Common Stock,1987,351612627,395880,Finance,Property-Casualty Insurers
MCA,Blackrock MuniYield California Quality Fund Inc. Common Stock,1992,517117927,32777,,
MCD,McDonald's Corporation Common Stock,,1.54104E+11,5400029,Consumer Services,Restaurants
MCI,Barings Corporate Investors Common Stock,,268265160,30065,,
MCK,McKesson Corporation Common Stock,,28922469875,906935,Health Care,Other Pharmaceuticals
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,2004,147047406,132834,,
MCO,Moody's Corporation Common Stock,,50719146000,784071,Finance,Finance: Consumer Services
MCR,MFS Charter Income Trust Common Stock,1989,388642304,67825,,
MCS,Marcus Corporation (The) Common Stock,,553876326,1037161,Consumer Services,Movies/Entertainment
MCY,Mercury General Corporation Common Stock,,3024744236,445492,Finance,Property-Casualty Insurers
MD,Mednax Inc. Common Stock,,2285474583,1384212,Health Care,Hospital/Nursing Management
MDC,M.D.C. Holdings Inc. Common Stock,,3460017141,535732,Capital Goods,Homebuilding
MDLA,Medallia Inc. Common Stock,2019,6303794538,3667581,Technology,Computer Software: Programming Data Processing
MDLY,Medley Management Inc. Class A Common Stock,2014,67080386,399817,Finance,Investment Managers
MDP,Meredith Corporation Common Stock,,985152919,706922,Consumer Services,Newspapers/Magazines
MDT,Medtronic plc. Ordinary Shares,,1.54483E+11,4236876,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),,5388033583,921491,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MED,MEDIFAST INC Common Stock,,2796040815,135713,Consumer Non-Durables,Packaged Foods
MEG,Montrose Environmental Group Inc. Common Stock,2020,963271231,102426,Consumer Services,Professional Services
MEI,Methode Electronics Inc. Common Stock,,1434386586,158152,Capital Goods,Electrical Products
MEN,Blackrock MuniEnhanced Fund Inc Common Stock,1989,358552230,91202,,
MET,MetLife Inc. Common Stock,2000,44610447789,5443114,Finance,Life Insurance
MFA,MFA Financial Inc.,,1722666236,3941189,Consumer Services,Real Estate Investment Trusts
MFD,Macquarie First Trust Global Common Stock,2004,74619169,18584,,
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,1997,550631902,131106,,
MFM,MFS Municipal Income Trust Common Stock,1986,275545251,52335,,
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,1992,122687064,15324,,
MFV,MFS Special Value Trust Common Stock,,42495230,4130,,
MG,Mistras Group Inc Common Stock,2009,211938000,114182,Consumer Services,Military/Government/Technical
MGF,MFS Government Markets Income Trust Common Stock,1987,147290031,106833,,
MGM,MGM Resorts International Common Stock,,14600839766,7609909,Consumer Services,Hotels/Resorts
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,2016,9559241937,1311729,Consumer Services,Real Estate Investment Trusts
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,2019,0,14310,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,2020,0,48444,Finance,Investment Managers
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,2005,252358250,42703,,
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,2017,2229031000,3223999,Energy,Oil & Gas Production
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,1997,231618469,35051,,
MHE,BlackRock Massachusetts Tax-Exempt Trust,1993,33004640,4712,,
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,1988,168304227,27619,,
MHK,Mohawk Industries Inc. Common Stock,,10558043360,441954,Consumer Durables,Home Furnishings
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,1997,437716243,20552,,
MHO,M/I Homes Inc. Common Stock,1993,1449068166,392590,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation Common Stock,2004,2461596886,1865605,Energy,Oil Refining/Marketing
MIN,MFS Intermediate Income Trust Common Stock,1988,435898785,397615,,
MITT,AG Mortgage Investment Trust Inc. Common Stock,2011,145784155,3200646,,
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,1992,437626404,102409,,
MKC,McCormick & Company Incorporated Common Stock,,24286240929,1862238,Consumer Non-Durables,Packaged Foods
MKC.V,McCormick & Company Incorporated Common Stock,,,0,Consumer Non-Durables,Packaged Foods
MKL,Markel Corporation Common Stock,1986,13529389584,110963,Finance,Property-Casualty Insurers
MLI,Mueller Industries Inc. Common Stock,,2036622428,270662,Capital Goods,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,1994,17991016958,429316,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLP,Maui Land & Pineapple Company Inc. Common Stock,,218040363,14206,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,,460438743,52394,Capital Goods,Construction/Ag Equipment/Trucks
MMC,Marsh & McLennan Companies Inc. Common Stock,,55197549624,2144264,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,2012,601448081,57429,,
MMM,3M Company Common Stock,,1.05801E+11,4150949,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P. Limited Partnership,,10068115819,1402962,Energy,Natural Gas Distribution
MMS,Maximus Inc. Common Stock,1997,4718324486,422920,Miscellaneous,Business Services
MMT,MFS Multimarket Income Trust Common Stock,1987,370190013,96935,,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,1992,570720919,133712,,
MN,Manning & Napier Inc. Class A Common Stock,2011,100396708,15626,Finance,Investment Managers
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,1993,147924139,19615,,
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,,1706335333,430323,Consumer Services,Real Estate Investment Trusts
MO,Altria Group Inc.,,79261577387,9546102,Consumer Non-Durables,Farming/Seeds/Milling
MOD,Modine Manufacturing Company Common Stock,,650086504,271677,Capital Goods,Auto Parts:O.E.M.
MODN,Model N Inc. Common Stock,2013,1231531902,202305,Technology,Computer Software: Programming Data Processing
MOG.B,Moog Inc. Class B Common Stock,,,0,,
MOH,Molina Healthcare Inc Common Stock,2003,12955271000,293682,Health Care,Medical Specialities
MOS,Mosaic Company (The) Common Stock,,10315039254,3468114,Basic Industries,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,,494723413,229508,Consumer Non-Durables,Consumer Specialties
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,1992,195363715,20666,,
MPC,Marathon Petroleum Corporation Common Stock,,29129633898,6250768,Energy,Integrated oil Companies
MPLX,MPLX LP Common Units Representing Limited Partner Interests,2012,24191958305,2537197,Energy,Natural Gas Distribution
MPV,Barings Participation Investors Common Stock,1988,127326417,9223,Consumer Services,Miscellaneous
MPW,Medical Properties Trust Inc. common stock,2005,12264036592,3549939,Consumer Services,Real Estate Investment Trusts
MPX,Marine Products Corporation Common Stock,,555784120,32053,Capital Goods,Marine Transportation
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,1992,315812126,63503,,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,1992,535550485,64929,,
MRC,MRC Global Inc. Common Stock,2012,578962511,465496,Capital Goods,Industrial Machinery/Components
MRK,Merck & Company Inc. Common Stock (new),,1.9714E+11,12376295,Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation Common Stock,,5967799891,29150099,Energy,Oil & Gas Production
MS,Morgan Stanley Common Stock,,1.25414E+11,14984950,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporated Common Stock,,6184225908,158555,Health Care,Industrial Specialties
MSB,Mesabi Trust Common Stock,,338627458,44396,Basic Industries,Precious Metals
MSCI,MSCI Inc Common Stock,,32762606659,1136466,Miscellaneous,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,1993,190411965,36337,,
MSGN,MSG Networks Inc. Common Stock,,3162883478,1855078,Consumer Services,Television Services
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),2015,3959111256,286132,Consumer Services,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,,28790067314,861332,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,1995,4382580138,435247,Capital Goods,Industrial Machinery/Components
MSP,Datto Holding Corp. Common Stock,2020,3985360612,798512,Technology,Computer Software: Prepackaged Software
MTB,M&T Bank Corporation Common Stock,,17620990808,888519,Finance,Major Banks
MTDR,Matador Resources Company Common Stock,2012,1903270869,2886466,Energy,Oil & Gas Production
MTG,MGIC Investment Corporation Common Stock,1991,4167839699,3577918,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,,3235395165,1578372,Capital Goods,Homebuilding
MTN,Vail Resorts Inc. Common Stock,1997,10767301663,247551,Consumer Services,Services-Misc. Amusement & Recreation
MTOR,Meritor Inc. Common Stock,,1935781987,391841,Capital Goods,Auto Parts:O.E.M.
MTR,Mesa Royalty Trust Common Stock,,11713968,320858,Energy,Oil & Gas Production
MTRN,Materion Corporation,,1404206706,96267,Capital Goods,Industrial Specialties
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock,2009,259747261,48774,,
MTW,Manitowoc Company Inc. (The) Common Stock,,466541208,354306,Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,1992,2148422570,143978,Basic Industries,Major Chemicals
MTZ,MasTec Inc. Common Stock,,5839920830,813965,Basic Industries,Water Supply
MUA,Blackrock MuniAssets Fund Inc Common Stock,1993,558165981,42801,,
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,1998,614627220,73627,,
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,,304705869,40345,,
MUH,Blackrock MuniHoldings Fund II Inc. Common Stock,1998,171631309,33528,,
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock,2003,574826953,193962,,
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,1998,440476154,48867,,
MUR,Murphy Oil Corporation Common Stock,,1986030221,7997026,Energy,Oil & Gas Production
MUS,Blackrock MuniHoldings Quality Fund Inc Common Stock,1998,175746726,12975,,
MUSA,Murphy USA Inc. Common Stock,2013,3672004861,366801,Consumer Durables,Automotive Aftermarket
MVF,Blackrock MuniVest Fund Inc. Common Stock,,604274978,165070,,
MVO,MV Oil Trust Units of Beneficial Interests,2007,44735000,138635,Energy,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,1993,324366100,52884,,
MWA,MUELLER WATER PRODUCTS Common Stock,2006,1907703281,776281,Capital Goods,Metal Fabrications
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,,16256813,15230,,
MXF,Mexico Fund Inc. (The) Common Stock,,202270420,17912,,
MXL,MaxLinear Inc. Common Stock,2010,2496511239,562132,Technology,Semiconductors
MYC,Blackrock MuniYield California Fund Inc. Common Stock,1992,315509147,26952,,
MYD,Blackrock MuniYield Fund Inc.  Common Stock,1991,674236017,56147,,
MYE,Myers Industries Inc. Common Stock,,736205373,178527,Consumer Non-Durables,Plastic Products
MYF,Blackrock MuniYield Investment Fund Common Stock,1992,193641002,23857,,
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,,984095834,203572,,
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,1992,353191495,45580,,
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,1992,528876762,41701,,
MYOV,Myovant Sciences Ltd. Common Shares,2016,2209578172,1569344,Health Care,Major Pharmaceuticals
MZA,Blackrock MuniYield Arizona Fund Inc. Common Stock,1993,71883389,3356,,
NAC,Nuveen California Quality Municipal Income Fund,1999,2181157339,130456,,
NAD,Nuveen Quality Municipal Income Fund Common Stock,1999,3233997377,422166,,
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,1999,447035801,22706,,
NAV,Navistar International Corporation Common Stock,,4386237303,789904,Capital Goods,Auto Manufacturing
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,1992,176460160,29749,,
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,2010,647556511,74056,,
NBHC,National Bank Holdings Corporation Common Stock,2012,1034520007,122577,Finance,Major Banks
NC,NACCO Industries Inc. Common Stock,,172968866,19419,Consumer Durables,Consumer Electronics/Appliances
NCA,Nuveen California Municipal Value Fund Inc. Common Stock,,306753709,31974,,
NCB,Nuveen California Municipal Value Fund 2 Common Shares of Beneficial Interest,,51394073,3386,,
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,,7625766533,17751483,Consumer Services,Marine Transportation
NCR,NCR Corporation Common Stock,,4340063000,1567055,Miscellaneous,Office Equipment/Supplies/Services
NCV,AllianzGI Convertible & Income Fund,2003,526877907,802257,,
NCZ,AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,2003,388190320,863865,,
NDP,Tortoise Energy Independence Fund Inc. Common Stock,2012,27505400,9682,,
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,2002,4187211713,735286,,
NEE,NextEra Energy Inc. Common Stock,,1.61545E+11,8540469,Public Utilities,Electric Utilities: Central
NEM,Newmont Corporation,,47984576506,6396012,Basic Industries,Precious Metals
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,2014,5806521175,1189922,Public Utilities,Electric Utilities: Central
NET,Cloudflare Inc. Class A Common Stock,2019,24215317697,3854403,Technology,Computer Software: Prepackaged Software
NEU,NewMarket Corp Common Stock,,4380678342,21546,Basic Industries,Major Chemicals
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,2009,419410643,46758,,
NEWR,New Relic Inc. Common Stock,2014,4732276576,928683,Technology,Computer Software: Prepackaged Software
NEX,NexTier Oilfield Solutions Inc. Common Stock,2017,726698401,2827652,Energy,Oilfield Services/Equipment
