Symbol,Name,IPO Year,Market Cap,Volume,Sector,Industry
DFS,Discover Financial Services Common Stock,,26355950000,3690686,Finance,Finance: Consumer Services
DG,Dollar General Corporation Common Stock,2009,48767429742,6267003,Consumer Services,Department/Specialty Retail Stores
DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,2020,1189387500,158130,Finance,Business Services
DGNR.U,Dragoneer Growth Opportunities Corp. Units each consisting of one Class A ordinary share and one-fourth of one redeemable warrant,2020,,0,,
DGNR.WS,Dragoneer Growth Opportunities Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
DGX,Quest Diagnostics Incorporated Common Stock,,16673247540,964318,Health Care,Medical Specialities
DHF,BNY Mellon High Yield Strategies Fund Common Stock,1998,215214756,1099513,,
DHI,D.R. Horton Inc. Common Stock,,28003355520,3433864,Capital Goods,Homebuilding
DHR,Danaher Corporation Common Stock,,1.62371E+11,2621504,Capital Goods,Industrial Machinery/Components
DHX,DHI Group Inc. Common Stock,2007,131617638,145228,Miscellaneous,Business Services
DIN,Dine Brands Global Inc. Common Stock,,1192001177,342448,Consumer Services,Restaurants
DIS,Walt Disney Company (The) Common Stock,,3.11836E+11,14441782,Consumer Services,Services-Misc. Amusement & Recreation
DK,Delek US Holdings Inc. Common Stock,2017,1494421115,1495753,Energy,Integrated oil Companies
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,2012,1652634744,104173,Energy,Natural Gas Distribution
DKS,Dick's Sporting Goods Inc Common Stock,2002,6102565754,2928384,Consumer Services,Other Specialty Stores
DLB,Dolby Laboratories Common Stock,2005,9003384249,402373,Miscellaneous,Multi-Sector Companies
DLR,Digital Realty Trust Inc. Common Stock,2004,40587530061,3027590,Consumer Services,Real Estate Investment Trusts
DLX,Deluxe Corporation Common Stock,,1467546400,474776,Consumer Durables,Publishing
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,2010,157951042,38708,,
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,2018,621291316,35386,Miscellaneous,Business Services
DMS.WS,Digital Media Solutions Inc. Warrants ,,,0,,
DMYD,dMY Technology Group Inc. II Class A Common Stock,2020,660330000,774528,Finance,Business Services
DMYD.U,dMY Technology Group Inc. II Units each consisting of one share of Class A common stock and one-third of one redeemable warrant,2020,,0,,
DMYD.WS,dMY Technology Group Inc. II Redeemable Warrants,,,0,,
DMYI,dMY Technology Group Inc. III Class A Common Stock,2021,430994063,183403,Finance,Business Services
DMYI.U,dMY Technology Group Inc. III Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant,2020,,0,,
DMYI.WS,dMY Technology Group Inc. III Redeemable warrants each whole warrant exercisable for one share of Class A common stock each at an exercise price of $11.50 per share,,,0,,
DNB,Dun & Bradstreet Holdings Inc. Common Stock,2020,10169859700,1257910,Finance,Finance: Consumer Services
DNP,DNP Select Income Fund Inc. Common Stock,1987,3207467433,437590,,
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,2013,3687748908,1616133,Consumer Services,Real Estate Investment Trusts
DOV,Dover Corporation Common Stock,,17004189282,2015178,Technology,Industrial Machinery/Components
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,2011,494225372,130216,,
DPZ,Domino's Pizza Inc Common Stock,2004,14641005070,763201,Consumer Non-Durables,Food Distributors
DRE,Duke Realty Corporation Common Stock,,14684632231,1838787,Consumer Services,Real Estate Investment Trusts
DRH,Diamondrock Hospitality Company Common Stock,2005,1757761333,1986655,Consumer Services,Real Estate Investment Trusts
DRI,Darden Restaurants Inc. Common Stock,,15480379676,3173361,Consumer Services,Restaurants
DRQ,Dril-Quip Inc. Common Stock,1997,1094286888,257211,Energy,Metal Fabrications
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,2016,0,40419,Public Utilities,Electric Utilities: Central
DS,Drive Shack Inc.,,211095744,4361309,Consumer Services,Restaurants
DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.,2014,13300405,39630,,
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,1989,392901012,190219,,
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,1998,493563224,334214,,
DT,Dynatrace Inc. Common Stock,2019,12028595400,2066234,Technology,Computer Software: Prepackaged Software
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,2020,0,33193,Public Utilities,Electric Utilities: Central
DTE,DTE Energy Company Common Stock,,23440066712,669933,Public Utilities,Electric Utilities: Central
DTF,DTF Tax-Free Income Inc. Common Stock,1991,101577229,16358,,
DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076,2016,0,10841,Public Utilities,Electric Utilities: Central
DTP,DTE Energy Company 6.25% Corporate Units,,0,30927,Public Utilities,Electric Utilities: Central
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,2017,0,135284,Public Utilities,Electric Utilities: Central
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,2016,0,13667,Public Utilities,Electric Utilities: Central
DUC,Duff & Phelps Utility & Corporate Bond Trust Inc. Common Stock,1993,280720713,45786,,
DUK,Duke Energy Corporation (Holding Company) Common Stock,,67325489069,1999424,Public Utilities,Power Generation
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,2018,0,60174,Public Utilities,Power Generation
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,,0,14536,Public Utilities,Power Generation
DVA,DaVita Inc. Common Stock,,13198195875,607512,Health Care,Misc Health and Biotechnology Services
DVD,Dover Motorsports Inc. Common Stock,1996,77109450,387336,Consumer Services,Services-Misc. Amusement & Recreation
DVN,Devon Energy Corporation Common Stock,,11577444373,12285605,Energy,Oil & Gas Production
DX,Dynex Capital Inc. Common Stock,,433961363,589735,Consumer Services,Real Estate Investment Trusts
DY,Dycom Industries Inc. Common Stock,,2712939687,283860,Basic Industries,Water Supply
EAF,GrafTech International Ltd. Common Stock,2018,2752075478,1987302,Energy,Industrial Machinery/Components
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,2016,0,17933,Public Utilities,Electric Utilities: Central
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,2013,151345984,34067,Consumer Services,Real Estate Investment Trusts
EAT,Brinker International Inc. Common Stock,,2711026178,2473760,Consumer Services,Restaurants
EB,Eventbrite Inc. Class A Common Stock,2018,1715609825,642899,Technology,Computer Software: Programming Data Processing
EBF,Ennis Inc. Common Stock,,479940287,144882,Consumer Services,Office Equipment/Supplies/Services
EBS,Emergent Biosolutions Inc. Common Stock,2006,5749876590,436033,Health Care,Major Pharmaceuticals
ECC           ,Eagle Point Credit Company Inc. Common Stock,2014,343046033,93794,,
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,2016,0,9608,,
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,2018,0,5200,,
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,2017,0,819,,
ECL,Ecolab Inc. Common Stock,,60257478131,1202953,Basic Industries,Package Goods/Cosmetics
ECOM          ,ChannelAdvisor Corporation Common Stock,2013,608133146,326429,Technology,Computer Software: Prepackaged Software
ED,Consolidated Edison Inc. Common Stock,,23514431859,3986211,Public Utilities,Power Generation
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,2007,404483805,270001,,
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,2010,134480750,107870,,
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,2012,86640903,38143,,
EEA,The European Equity Fund Inc. Common Stock,,77087109,13865,,
EEX,Emerald Holding Inc. Common Stock,2017,305051704,86227,Miscellaneous,Business Services
EFC,Ellington Financial Inc. Common Stock ,2010,665919414,235545,Finance,Real Estate
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,2017,216373966,41671,,
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,2003,487871664,141904,,
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,2004,519332502,147705,,
EFX,Equifax Inc. Common Stock,,22034404869,800978,Finance,Finance: Consumer Services
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,2005,55228897,13562,,
EGHT,8x8 Inc Common Stock,,3976421781,2045730,Technology,EDP Services
EGP,EastGroup Properties Inc. Common Stock,,5426815227,181180,Consumer Services,Real Estate Investment Trusts
EGY,VAALCO Energy Inc.  Common Stock,,127552629,203248,Energy,Oil & Gas Production
EHC,Encompass Health Corporation Common Stock,,8015250923,719536,Health Care,Hospital/Nursing Management
EHI,Western Asset Global High Income Fund Inc Common Stock,2003,450080314,30480,,
EHT,Eaton Vance 2021 Target Term Trust Common Shares of Beneficial Interest,2016,210137494,31172,,
EIG,Employers Holdings Inc Common Stock,2007,907400845,229895,Finance,Property-Casualty Insurers
EIX,Edison International Common Stock,,22290684278,1857856,Public Utilities,Electric Utilities: Central
EL,Estee Lauder Companies Inc. (The) Common Stock,1995,88622311232,1503173,Consumer Non-Durables,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,2018,13921494005,3519770,Health Care,Major Pharmaceuticals
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,2020,0,10403,Health Care,Major Pharmaceuticals
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,2016,0,15526,Public Utilities,Electric Utilities: Central
ELF,e.l.f. Beauty Inc. Common Stock,2016,1123243153,758204,Consumer Non-Durables,Package Goods/Cosmetics
ELS,Equity Lifestyle Properties Inc. Common Stock,,11206819235,922942,Consumer Services,Real Estate Investment Trusts
ELVT,Elevate Credit Inc. Common Stock,2017,160276493,273604,Finance,Finance: Consumer Services
ELY,Callaway Golf Company Common Stock,1992,2578635997,1887764,Consumer Non-Durables,Recreational Products/Toys
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,,818248782,274410,,
EME,EMCOR Group Inc. Common Stock,,5006376433,250283,Capital Goods,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,1987,315163883,66262,,
EMN,Eastman Chemical Company Common Stock,,13535951968,1397760,Basic Industries,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,2011,214711671,55257,,
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,2016,0,15782,Public Utilities,Electric Utilities: Central
EMPW,Empower Ltd. Class A Ordinary Shares,2020,327668750,55194,Finance,Business Services
EMPW.U,Empower Ltd. Units each consisting of one Class A ordinary share $0.0001 par value and one-third of one redeemable warrant,2020,,0,,
EMPW.WS,Empower Ltd. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50,,,0,,
EMR,Emerson Electric Company Common Stock,,48604915466,2530259,Energy,Consumer Electronics/Appliances
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,,0,1054,Public Utilities,Power Generation
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,2016,0,15566,Public Utilities,Power Generation
ENR,Energizer Holdings Inc. Common Stock,2015,3066317686,455305,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,2004,3623752726,280901,Miscellaneous,Industrial Machinery/Components
ENV,Envestnet Inc Common Stock,2010,4315444182,365868,Miscellaneous,Business Services
ENVA,Enova International Inc. Common Stock,2014,845643587,327681,Finance,Finance: Consumer Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),,132669289,226305,Health Care,Medical Specialities
EOD,Wells Fargo Global Dividend Opportunity Fund,2007,218141032,271942,,
EOG,EOG Resources Inc. Common Stock,,31339090065,7417058,Energy,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,2004,632328280,134412,,
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,2009,320815395,11244,,
EPAC,Enerpac Tool Group Corp. Common Stock,,1261483403,303899,Technology,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,2012,19538456553,164811,Technology,EDP Services
EPD,Enterprise Products Partners L.P. Common Stock,,44792717689,8455737,Public Utilities,Natural Gas Distribution
EPR,EPR Properties Common Stock,1997,3103993568,1874951,Consumer Services,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc. Common Stock,2018,2272419806,919432,Consumer Services,Real Estate Investment Trusts
EQC,Equity Commonwealth Common Shares of Beneficial Interest,,3463448535,1069165,Consumer Services,Real Estate Investment Trusts
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,2020,539752500,217487,Finance,Business Services
EQD.U,Equity Distribution Acquisition Corp. Units,2020,,0,,
EQD.WS,Equity Distribution Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,,,0,,
EQH,Equitable Holdings Inc. Common Stock,2018,11335002272,3860936,Finance,Specialty Insurers
EQR,Equity Residential Common Shares of Beneficial Interest,,23213712608,2493737,Consumer Services,Real Estate Investment Trusts
EQS,Equus Total Return Inc. Common Stock,,25414114,80872,,
EQT,EQT Corporation Common Stock,,4530844716,5971794,Energy,Oil & Gas Production
ES,Eversource Energy (D/B/A) Common Stock,,30559369245,1464796,Public Utilities,Electric Utilities: Central
ESE,ESCO Technologies Inc. Common Stock,,2564454452,125518,Capital Goods,Telecommunications Equipment
ESI,Element Solutions Inc. Common Stock,2014,4296565103,1607379,Basic Industries,Major Chemicals
ESRT,Empire State Realty Trust Inc. Class A Common Stock,2013,2882070831,2676320,Consumer Services,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,1994,15868849343,395037,Consumer Services,Real Estate Investment Trusts
ESTC,Elastic N.V. Ordinary Shares,2018,13405972911,698438,Technology,Computer Software: Prepackaged Software
ESTE,Earthstone Energy Inc. Class A Common Stock,,425550838,156964,Energy,Oil & Gas Production
ET,Energy Transfer LP Common Units ,,17292362694,25444393,Public Utilities,Natural Gas Distribution
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,2005,390582392,96728,,
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,2004,1355854803,153136,,
ETH,Ethan Allen Interiors Inc. Common Stock,1993,609541485,477077,Consumer Durables,Home Furnishings
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,2007,664095754,169444,,
ETM,Entercom Communications Corp. Common Stock,1999,582297426,3576201,Consumer Services,Broadcasting
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,2004,394539646,40248,,
ETR,Entergy Corporation Common Stock,,19196291884,1938830,Public Utilities,Electric Utilities: Central
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,2005,1368930043,223132,,
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,2005,1038320788,282332,,
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,2006,1846396085,359331,,
EV,Eaton Vance Corporation Common Stock,,7831368498,1964555,Finance,Investment Managers
EVA,Enviva Partners LP Common units representing limited partner interests,2015,1953775703,210367,Basic Industries,Forest Products
EVC,Entravision Communications Corporation Common Stock,2000,272761759,197038,Consumer Services,Broadcasting
EVF,Eaton Vance Senior Income Trust Common Stock,1998,246890278,43118,,
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,2005,233341778,12980,,
EVH,Evolent Health Inc Class A Common Stock,2015,1498893020,779010,Consumer Services,Other Consumer Services
EVN,Eaton Vance Municipal Income Trust Common Stock,1999,534316686,113325,,
EVR,Evercore Inc. Class A Common Stock,2006,4532880596,603754,Finance,Investment Managers
EVRI,Everi Holdings Inc. Common Stock,,1158312837,2476275,Consumer Services,Services-Misc. Amusement & Recreation
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,2003,1723752610,71326,,
EW,Edwards Lifesciences Corporation Common Stock,,51966441003,5276398,Health Care,Industrial Specialties
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,2010,97705123,55047,,
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,2007,2647026588,547818,,
EXP,Eagle Materials Inc Common Stock,,4696154887,541691,Capital Goods,Building Materials
EXPR,Express Inc. Common Stock,2010,305253259,86928316,Consumer Services,Clothing/Shoe/Accessory Stores
EXR,Extra Space Storage Inc Common Stock,2004,14880249193,724645,Consumer Services,Real Estate Investment Trusts
EXTN,Exterran Corporation Common Stock,2015,144433611,187325,Technology,Diversified Commercial Services
F,Ford Motor Company Common Stock,,42648741299,77229439,Capital Goods,Auto Manufacturing
FAF,First American Corporation (New) Common Stock,,5973010068,785411,Finance,Specialty Insurers
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,2006,133514706,17835,,
FBC,Flagstar Bancorp Inc. Common Stock,,2328451283,510594,Finance,Savings Institutions
FBHS,Fortune Brands Home & Security Inc. Common Stock,,12138201567,1008133,Basic Industries,Forest Products
FBK,FB Financial Corporation Common Stock,2016,1768064688,265843,Finance,Major Banks
FBM,Foundation Building Materials Inc. Common Stock,2017,831336927,1215484,Consumer Services,RETAIL: Building Materials
FC,Franklin Covey Company Common Stock,,338980461,44257,Consumer Services,Other Consumer Services
FCF,First Commonwealth Financial Corporation Common Stock,,1154554340,758638,Finance,Major Banks
FCN,FTI Consulting Inc. Common Stock,,4078986275,412061,Consumer Services,Professional Services
FCPT,Four Corners Property Trust Inc. Common Stock,2015,1984487169,1185448,Consumer Services,Real Estate Investment Trusts
FCRW,First Eagle Alternative Capital BDC Inc. 6.125% Notes Due 2023,2018,0,709,,
FCRZ,First Eagle Alternative Capital BDC Inc. 6.75% Notes due 2022,2015,0,520,,
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,2004,313603791,149479,,
FCX,Freeport-McMoRan Inc. Common Stock,,40375213420,26755119,Basic Industries,Precious Metals
FDX,FedEx Corporation Common Stock,,64356489032,2175881,Transportation,Air Freight/Delivery Services
FE,FirstEnergy Corp. Common Stock,,16744333634,3283515,Public Utilities,Electric Utilities: Central
FEO,First Trust/Aberdeen Emerging Opportunity Fund Common Shares of Beneficial Interest,,73992110,4130,,
FET,Forum Energy Technologies Inc. Common Stock,2012,80405271,43482,Energy,Metal Fabrications
FF,FutureFuel Corp.  Common shares,,594033240,167721,Basic Industries,Major Chemicals
FFA,First Trust Enhanced Equity Income Fund,2004,341107045,22759,,
FFG,FBL Financial Group Inc. Common Stock,1996,1372792293,51438,Finance,Life Insurance
FGB,First Trust Specialty Finance and Financial Opportunities Fund,2007,48275106,27704,,
FHI,Federated Hermes Inc. Common Stock,,2911480730,1081087,Finance,Investment Managers
FHN,First Horizon Corporation Common Stock,,7883533615,7309044,Finance,Major Banks
FICO,Fair Isaac Corproation Common Stock,,14291569634,384324,Miscellaneous,Business Services
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,2011,190244558,76991,,
FINV,FinVolution Group American Depositary Shares,2017,1067049181,504675,Finance,Finance: Consumer Services
FIS,Fidelity National Information Services Inc. Common Stock,,77762165824,4705876,Miscellaneous,Business Services
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest,2016,329292119,66390,,
FIX,Comfort Systems USA Inc. Common Stock,1997,2055211589,268544,Capital Goods,Engineering & Construction
FL,Foot Locker Inc.,,4568634659,3303883,Consumer Services,Clothing/Shoe/Accessory Stores
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,2003,228195651,19132,,
FLO,Flowers Foods Inc. Common Stock,,4900732984,1530587,Consumer Non-Durables,Packaged Foods
FLOW,SPX FLOW Inc. Common Stock,2015,2283783026,305331,Technology,Industrial Machinery/Components
FLR,Fluor Corporation Common Stock,,2611674205,1985167,Basic Industries,Military/Government/Technical
FLS,Flowserve Corporation Common Stock,,4869247088,841425,Capital Goods,Fluid Controls
FLT,FleetCor Technologies Inc. Common Stock,2010,21023881882,624000,Miscellaneous,Business Services
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock,2020,551655000,786579,Finance,Business Services
FMAC.U,FirstMark Horizon Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant,2020,,0,,
FMAC.WS,FirstMark Horizon Acquisition Corp. Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,,,0,,
FMC,FMC Corporation Common Stock,,14147422828,807138,Basic Industries,Major Chemicals
FMN,Federated Hermes Premier Municipal Income Fund,2002,168231760,14881,,
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest,2004,46427402,88218,,
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest,2005,58857217,36808,,
FNB,F.N.B. Corporation Common Stock,,3277404901,2123680,Finance,Major Banks
FNF,FNF Group of Fidelity National Financial Inc. Common Stock,2014,10892360760,2342937,Finance,Specialty Insurers
FOE,Ferro Corporation Common Stock,,1193213947,384169,Basic Industries,Paints/Coatings
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,2006,355601859,97267,,
FOR,Forestar Group Inc Common Stock ,2017,1058107133,85131,Finance,Real Estate
FOUR,Shift4 Payments Inc. Class A Common Stock,2020,5452175277,790783,Miscellaneous,Business Services
FPH,Five Point Holdings LLC Class A Common Shares,2017,922479480,83940,Finance,Real Estate
FR,First Industrial Realty Trust Inc. Common Stock,1994,5261381220,1071654,Consumer Services,Real Estate Investment Trusts
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock,2003,445301763,156530,,
FRC,FIRST REPUBLIC BANK Common Stock,,25424963040,1021998,,
FRT,Federal Realty Investment Trust Common Stock,,6625176696,980405,Consumer Services,Real Estate Investment Trusts
FRX,Forest Road Acquisition Corp. Class A Common Stock,2021,395625000,81439,Finance,Business Services
FRX.U,Forest Road Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-third of one Redeemable Warrant,2020,,0,,
FRX.WS,Forest Road Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,,,0,,
FSS,Federal Signal Corporation Common Stock,,1999693599,332508,Capital Goods,Auto Manufacturing
FST,FAST Acquisition Corp. Class A Common Stock,2020,1260590612,419366,Finance,Business Services
FST.U,FAST Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant,2020,,0,,
FST.WS,FAST Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50,,,0,,
FT,Franklin Universal Trust Common Stock,,185473378,47661,,
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares,2015,1893851270,321176,,
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock,2020,0,60218,,
FTK,Flotek Industries Inc. Common Stock,,143266006,719265,Basic Industries,Major Chemicals
FUL,H. B. Fuller Company Common Stock,,2669037540,402911,Basic Industries,Home Furnishings
FUN,Cedar Fair L.P. Common Stock,1987,2295472562,406988,Consumer Services,Services-Misc. Amusement & Recreation
FUSE,Fusion Acquisition Corp. Class A Common Stock,2020,495250000,1271734,Finance,Business Services
FUSE.U,Fusion Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant,2020,,0,,
FUSE.WS,Fusion Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share,,,0,,
GAB,Gabelli Equity Trust Inc. (The) Common Stock,1986,1610138537,422515,,
GAM,General American Investors Inc. Common Stock,,929574019,26632,,
GATO,Gatos Silver Inc. Common Stock,2020,772930973,833711,Basic Industries,Precious Metals
GATX,GATX Corporation Common Stock,,3092950000,577811,Consumer Services,Transportation Services
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest,2010,490587637,49180,,
GBL,Gamco Investors Inc. Common Stock,1999,491475233,22454,Finance,Investment Bankers/Brokers/Service
GBX,Greenbrier Companies Inc. (The) Common Stock,1994,1197750679,500246,Capital Goods,Railroads
GCO,Genesco Inc. Common Stock,,578844132,267234,Consumer Services,Clothing/Shoe/Accessory Stores
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock,,118762939,35576,,
GD,General Dynamics Corporation Common Stock,,43169220525,1993474,Capital Goods,Marine Transportation
GDDY,GoDaddy Inc. Class A Common Stock,2015,13292202321,1368552,Technology,EDP Services
GDL,GDL Fund The Common Shares of Beneficial Interest,2007,127202472,35462,,
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,2009,267995362,15496,,
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,2010,2765439682,573262,Finance,Finance: Consumer Services
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest,2003,1986199700,129826,,
GE,General Electric Company Common Stock,,97146991570,93865021,Energy,Consumer Electronics/Appliances
GEF,Greif Inc. Class A Common Stock,,2735002358,148303,,
GEF.B,Greif Inc. Corporation Class B Common Stock,,,0,,
GEL,Genesis Energy L.P. Common Units,1996,745281645,1176709,Energy,Natural Gas Distribution
GEN           ,Genesis Healthcare Inc. Common Stock,,116274016,5784553,Health Care,Hospital/Nursing Management
GEO,Geo Group Inc (The) REIT,,1045738946,11177116,Consumer Services,Real Estate Investment Trusts
GES,Guess? Inc. Common Stock,1996,1537177077,1595004,Consumer Non-Durables,Apparel
GF,New Germany Fund Inc. (The) Common Stock,1990,310412368,17627,,
GFF,Griffon Corporation Common Stock,,1366840106,748238,Capital Goods,Building Products
GGG,Graco Inc. Common Stock,,11803270284,1807677,Capital Goods,Fluid Controls
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock,,208869340,56410,,
GHC,Graham Holdings Company Common Stock,,2868458705,19421,Consumer Services,Other Consumer Services
GHL,Greenhill & Co. Inc. Common Stock,2004,225768680,437292,Finance,Investment Bankers/Brokers/Service
GHM,Graham Corporation Common Stock,,146460789,83102,Technology,Industrial Machinery/Components
GHY,PGIM Global High Yield Fund Inc.,2012,595442439,102603,,
GIM,Templeton Global Income Fund Inc. Common Stock,1988,749865843,994131,,
GIS,General Mills Inc. Common Stock,,36294876457,7919099,Consumer Non-Durables,Packaged Foods
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1,,0,151,Finance,Finance: Consumer Services
GJO,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5,,0,0,Finance,Finance: Consumer Services
GJP,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates,,0,244,,
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1,,0,600,,
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2,,0,811,Finance,Finance: Consumer Services
